Time Opened,Time Closed,Asset,Direction,Entry Price,Exit Price,PnL %,Est PnL USD,Exit Reason,Held (mins),Entry RSI,Entry Trend,Strategy
2026-06-07T11:00:40.737529+00:00,2026-06-07T11:21:25.496407+00:00,BTC/USDT,long,62433.9,62501.4,0.1081,33.75,time_exit,20.7,37.88,UP,16
2026-06-07T11:51:25.569243+00:00,2026-06-07T12:10:15.947020+00:00,BTC/USDT,long,62632.0,62416.4,-0.3442,-107.8,stop_loss,18.8,37.11,DOWN,16
2026-06-07T12:12:05.506539+00:00,2026-06-07T12:18:11.421242+00:00,BTC/USDT,long,62238.7,62009.0,-0.3691,-114.85,stop_loss,6.1,24.09,DOWN,16
2026-06-07T12:29:00.194802+00:00,2026-06-07T12:34:49.982066+00:00,BTC/USDT,long,61993.5,61799.3,-0.3133,-97.1,stop_loss,5.8,37.5,DOWN,16
2026-06-07T12:34:54.522604+00:00,2026-06-07T12:55:14.919547+00:00,BTC/USDT,long,61799.3,61858.3,0.0955,29.5,time_exit,20.3,35.87,DOWN,16
2026-06-07T13:11:27.923224+00:00,2026-06-07T13:32:15.693506+00:00,BTC/USDT,long,61742.8,61895.9,0.248,76.55,time_exit,20.8,28.53,DOWN,16
2026-06-07T13:40:13.611943+00:00,2026-06-07T14:00:58.953186+00:00,BTC/USDT,long,61755.2,61742.3,-0.0209,-6.45,time_exit,20.8,36.66,DOWN,16
2026-06-07T14:46:44.126503+00:00,2026-06-07T15:07:33.812054+00:00,BTC/USDT,long,61864.9,61694.5,-0.2754,-85.2,time_exit,20.8,36.45,DOWN,16
2026-06-07T15:51:35.100736+00:00,2026-06-07T16:11:53.279142+00:00,BTC/USDT,long,62074.0,61973.2,-0.1624,-50.4,time_exit,20.3,37.13,UP,16
2026-06-07T16:28:18.876675+00:00,2026-06-07T16:49:01.111936+00:00,BTC/USDT,long,62157.0,62169.4,0.0199,6.2,time_exit,20.7,37.64,DOWN,16
2026-06-07T16:55:28.306924+00:00,2026-06-07T17:08:05.186351+00:00,BTC/USDT,long,62077.4,62268.5,0.3078,95.55,take_profit,12.6,30.6,DOWN,16
2026-06-07T17:31:00.504546+00:00,2026-06-07T17:51:44.897469+00:00,BTC/USDT,long,62265.4,62217.5,-0.0769,-23.95,time_exit,20.7,34.74,DOWN,16
2026-06-07T17:57:36.657282+00:00,2026-06-07T18:18:17.238650+00:00,BTC/USDT,long,62180.1,62153.0,-0.0436,-13.55,time_exit,20.7,32.76,DOWN,16
2026-06-07T18:41:00.770613+00:00,2026-06-07T19:01:48.348974+00:00,BTC/USDT,long,62204.5,61844.9,-0.5781,-179.8,stop_loss,20.8,37.62,DOWN,16
2026-06-07T19:03:11.022207+00:00,2026-06-07T19:15:37.155771+00:00,BTC/USDT,long,61695.1,61504.2,-0.3094,-95.45,stop_loss,12.4,26.0,DOWN,16
2026-06-07T19:17:45.768340+00:00,2026-06-07T19:38:32.898634+00:00,BTC/USDT,long,61427.3,61311.8,-0.188,-57.75,time_exit,20.8,37.83,DOWN,16
